WallTime	PollStep	Label	Value	Status
2026-05-24T00:36:43.447Z	1.1	POLL START	fetching 25 candles	muted
2026-05-24T00:36:44.081Z	1.2	CANDLES	25 in window · fetched 25	ok
2026-05-24T00:36:44.082Z	1.3	LAST CLOSE	0.9800	info
2026-05-24T00:36:44.082Z	1.4	TICK SIZE	0.001000	info
2026-05-24T00:36:44.083Z	1.5	inOsc / dir	false / LONG	muted
2026-05-24T00:36:44.083Z	1.6	OPEN LONG	none	muted
2026-05-24T00:36:44.083Z	1.7	OPEN SHORT	none	muted
2026-05-24T00:36:44.084Z	1.8	CANDLE	NEW — processing tick-pair	ok
2026-05-24T00:36:44.084Z	1.TP1	TICK-PAIR CLOSE	0.9800 → tick 0.9800	info
2026-05-24T00:36:44.085Z	1.TP2	OSC 1/6	P1a=0.9800 — waiting for P1b	muted
2026-05-24T00:36:44.085Z	1.9	OSC COUNTER	0/3 · step=2/6 P1a=0.9800	muted
2026-05-24T00:36:44.085Z	1.10	WAITING FOR BAND	A-B-A-B-A-B · step 2/6 · counter=0/3	muted
2026-05-24T00:36:53.450Z	2.1	POLL START	fetching 4 candles	muted
2026-05-24T00:36:54.529Z	2.2	CANDLES	25 in window · fetched 4	ok
2026-05-24T00:36:54.530Z	2.3	LAST CLOSE	0.9800	info
2026-05-24T00:36:54.530Z	2.4	TICK SIZE	0.001000	info
2026-05-24T00:36:54.530Z	2.5	inOsc / dir	false / LONG	muted
2026-05-24T00:36:54.531Z	2.6	OPEN LONG	none	muted
2026-05-24T00:36:54.531Z	2.7	OPEN SHORT	none	muted
2026-05-24T00:36:54.531Z	2.8	CANDLE	LIVE — intra-poll checks only	muted
2026-05-24T00:37:03.451Z	3.1	POLL START	fetching 4 candles	muted
2026-05-24T00:37:04.050Z	3.2	CANDLES	25 in window · fetched 4	ok
2026-05-24T00:37:04.051Z	3.3	LAST CLOSE	0.9800	info
2026-05-24T00:37:04.051Z	3.4	TICK SIZE	0.001000	info
2026-05-24T00:37:04.051Z	3.5	inOsc / dir	false / LONG	muted
2026-05-24T00:37:04.052Z	3.6	OPEN LONG	none	muted
