WallTime,PollStep,Label,Value,Status
2026-05-22T13:32:15.779Z,3.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T13:32:16.943Z,3.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T13:32:16.943Z,3.3,"LAST CANDLE TS","08:32 EDT",info
2026-05-22T13:32:16.943Z,3.4,"LAST CLOSE","1.0310",info
2026-05-22T13:32:16.943Z,3.5,"TICK SIZE","0.00100",info
2026-05-22T13:32:16.943Z,3.6,"DAY RANGE","0.68%",ok
2026-05-22T13:32:16.943Z,3.7,"CANDLE CHECK","LIVE candle — intra-poll processing",info
2026-05-22T13:32:16.943Z,3.8,"OSC — 10C CLOSE HI","1.0350",info
2026-05-22T13:32:16.943Z,3.9,"OSC — 10C CLOSE LO","1.0310",info
2026-05-22T13:32:16.944Z,3.10,"OSC — 10C RANGE","0.00400 (max: 0.00300)",bad
2026-05-22T13:32:16.944Z,3.11,"OSC — CLUSTER 5C","NO cluster within 2tk",warn
2026-05-22T13:32:16.944Z,3.12,"OSC RESULT","NOT DETECTED",muted
2026-05-22T13:32:16.944Z,3.13,"STATE inOsc","false",muted
2026-05-22T13:32:16.944Z,3.14,"STATE oscBreakCount","0",muted
2026-05-22T13:32:16.944Z,3.15,"STATE openLong","none",muted
2026-05-22T13:32:16.944Z,3.16,"3C RECENT HIGH","1.0350",info
2026-05-22T13:32:16.944Z,3.17,"3C RECENT LOW","1.0290",info
2026-05-22T13:32:16.944Z,3.18,"BRANCH","D — flat, no oscillation, watching",muted
2026-05-22T13:32:25.779Z,4.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T13:32:27.469Z,4.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T13:32:27.469Z,4.3,"LAST CANDLE TS","08:32 EDT",info
2026-05-22T13:32:27.469Z,4.4,"LAST CLOSE","1.0320",info
2026-05-22T13:32:27.469Z,4.5,"TICK SIZE","0.00100",info
2026-05-22T13:32:27.469Z,4.6,"DAY RANGE","0.68%",ok
2026-05-22T13:32:27.469Z,4.7,"CANDLE CHECK","LIVE candle — intra-poll processing",info
2026-05-22T13:32:27.469Z,4.8,"OSC — 10C CLOSE HI","1.0350",info
2026-05-22T13:32:27.469Z,4.9,"OSC — 10C CLOSE LO","1.0320",info
2026-05-22T13:32:27.469Z,4.10,"OSC — 10C RANGE","0.00300 (max: 0.00300)",ok
2026-05-22T13:32:27.469Z,4.11,"OSC — CLUSTER 5C","NO cluster within 2tk",warn
2026-05-22T13:32:27.469Z,4.12,"OSC RESULT","NOT DETECTED",muted
2026-05-22T13:32:27.469Z,4.13,"STATE inOsc","false",muted
2026-05-22T13:32:27.469Z,4.14,"STATE oscBreakCount","0",muted
2026-05-22T13:32:27.469Z,4.15,"STATE openLong","none",muted
2026-05-22T13:32:27.469Z,4.16,"3C RECENT HIGH","1.0350",info
2026-05-22T13:32:27.469Z,4.17,"3C RECENT LOW","1.0290",info
2026-05-22T13:32:27.469Z,4.18,"BRANCH","D — flat, no oscillation, watching",muted
2026-05-22T13:32:35.780Z,5.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T13:32:36.819Z,5.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T13:32:36.819Z,5.3,"LAST CANDLE TS","08:32 EDT",info
2026-05-22T13:32:36.820Z,5.4,"LAST CLOSE","1.0310",info
2026-05-22T13:32:36.820Z,5.5,"TICK SIZE","0.00100",info
2026-05-22T13:32:36.820Z,5.6,"DAY RANGE","0.68%",ok
2026-05-22T13:32:36.820Z,5.7,"CANDLE CHECK","LIVE candle — intra-poll processing",info
2026-05-22T13:32:36.820Z,5.8,"OSC — 10C CLOSE HI","1.0350",info
2026-05-22T13:32:36.820Z,5.9,"OSC — 10C CLOSE LO","1.0310",info
2026-05-22T13:32:36.820Z,5.10,"OSC — 10C RANGE","0.00400 (max: 0.00300)",bad
2026-05-22T13:32:36.820Z,5.11,"OSC — CLUSTER 5C","NO cluster within 2tk",warn
2026-05-22T13:32:36.820Z,5.12,"OSC RESULT","NOT DETECTED",muted
2026-05-22T13:32:36.820Z,5.13,"STATE inOsc","false",muted
2026-05-22T13:32:36.820Z,5.14,"STATE oscBreakCount","0",muted
2026-05-22T13:32:36.820Z,5.15,"STATE openLong","none",muted
2026-05-22T13:32:36.820Z,5.16,"3C RECENT HIGH","1.0350",info
2026-05-22T13:32:36.820Z,5.17,"3C RECENT LOW","1.0290",info
2026-05-22T13:32:36.820Z,5.18,"BRANCH","D — flat, no oscillation, watching",muted
2026-05-22T13:32:45.781Z,6.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T13:32:46.822Z,6.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T13:32:46.822Z,6.3,"LAST CANDLE TS","08:32 EDT",info
2026-05-22T13:32:46.822Z,6.4,"LAST CLOSE","1.0320",info
2026-05-22T13:32:46.822Z,6.5,"TICK SIZE","0.00100",info
2026-05-22T13:32:46.822Z,6.6,"DAY RANGE","0.68%",ok
2026-05-22T13:32:46.822Z,6.7,"CANDLE CHECK","LIVE candle — intra-poll processing",info
2026-05-22T13:32:46.822Z,6.8,"OSC — 10C CLOSE HI","1.0350",info
2026-05-22T13:32:46.823Z,6.9,"OSC — 10C CLOSE LO","1.0320",info
2026-05-22T13:32:46.823Z,6.10,"OSC — 10C RANGE","0.00300 (max: 0.00300)",ok
2026-05-22T13:32:46.823Z,6.11,"OSC — CLUSTER 5C","NO cluster within 2tk",warn
2026-05-22T13:32:46.823Z,6.12,"OSC RESULT","NOT DETECTED",muted
2026-05-22T13:32:46.823Z,6.13,"STATE inOsc","false",muted
2026-05-22T13:32:46.823Z,6.14,"STATE oscBreakCount","0",muted
2026-05-22T13:32:46.823Z,6.15,"STATE openLong","none",muted
2026-05-22T13:32:46.823Z,6.16,"3C RECENT HIGH","1.0350",info
2026-05-22T13:32:46.823Z,6.17,"3C RECENT LOW","1.0290",info
2026-05-22T13:32:46.823Z,6.18,"BRANCH","D — flat, no oscillation, watching",muted
2026-05-22T13:32:55.781Z,7.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T13:32:57.508Z,7.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T13:32:57.508Z,7.3,"LAST CANDLE TS","08:32 EDT",info
2026-05-22T13:32:57.508Z,7.4,"LAST CLOSE","1.0320",info
2026-05-22T13:32:57.508Z,7.5,"TICK SIZE","0.00100",info
2026-05-22T13:32:57.508Z,7.6,"DAY RANGE","0.68%",ok
2026-05-22T13:32:57.508Z,7.7,"CANDLE CHECK","LIVE candle — intra-poll processing",info
2026-05-22T13:32:57.508Z,7.8,"OSC — 10C CLOSE HI","1.0350",info
2026-05-22T13:32:57.508Z,7.9,"OSC — 10C CLOSE LO","1.0320",info
2026-05-22T13:32:57.509Z,7.10,"OSC — 10C RANGE","0.00300 (max: 0.00300)",ok
2026-05-22T13:32:57.509Z,7.11,"OSC — CLUSTER 5C","NO cluster within 2tk",warn
2026-05-22T13:32:57.509Z,7.12,"OSC RESULT","NOT DETECTED",muted
2026-05-22T13:32:57.509Z,7.13,"STATE inOsc","false",muted
2026-05-22T13:32:57.509Z,7.14,"STATE oscBreakCount","0",muted
2026-05-22T13:32:57.509Z,7.15,"STATE openLong","none",muted
2026-05-22T13:32:57.509Z,7.16,"3C RECENT HIGH","1.0350",info
2026-05-22T13:32:57.509Z,7.17,"3C RECENT LOW","1.0290",info
