WallTime	PollStep	Label	Value	Status
2026-05-26T13:23:48.133Z	9.1	POLL START	fetching 4 candles	muted
2026-05-26T13:23:48.708Z	9.2	CANDLES	25 in window · fetched 4	ok
2026-05-26T13:23:48.708Z	9.3	LAST CLOSE	1.0160	info
2026-05-26T13:23:48.709Z	9.4	TICK SIZE	0.001000	info
2026-05-26T13:23:48.709Z	9.5	inOsc / dir	false / LONG	muted
2026-05-26T13:23:48.709Z	9.6	OPEN LONG	none	muted
2026-05-26T13:23:48.710Z	9.7	OPEN SHORT	none	muted
2026-05-26T13:23:48.710Z	9.8	CANDLE	LIVE — 20s sample · detection + trade checks	muted
2026-05-26T13:23:48.710Z	12.ZW1	ZONE SAMPLE	1.0160 → 1.0160	info
2026-05-26T13:23:48.711Z	12.ZW2	ZW ANCHORS SET	L=1.0140 H=1.0150 · buf=[L,H] L=1 H=1	warn
2026-05-26T13:23:48.711Z	9.9	ZW PROGRESS	L=1.0140 H=1.0150 · [LH] L=1 H=1/4	muted
2026-05-26T13:23:48.711Z	9.10	WAITING FOR BAND	K-of-N zone-window · N=4 K=4 · buf=2	muted
2026-05-26T13:23:51.213Z	13.1	POLL START	fetching 4 candles	muted
2026-05-26T13:23:51.842Z	13.2	CANDLES	25 in window · fetched 4	ok
2026-05-26T13:23:51.842Z	13.3	LAST CLOSE	1.0160	info
2026-05-26T13:23:51.843Z	13.4	TICK SIZE	0.001000	info
2026-05-26T13:23:51.843Z	13.5	inOsc / dir	false / LONG	muted
2026-05-26T13:23:51.843Z	13.6	OPEN LONG	none	muted
2026-05-26T13:23:51.844Z	13.7	OPEN SHORT	none	muted
2026-05-26T13:23:51.844Z	13.8	CANDLE	LIVE — 20s sample · detection + trade checks	muted
2026-05-26T13:23:51.844Z	13.9	ZW PROGRESS	L=1.0140 H=1.0150 · [LH] L=1 H=1/4	muted
2026-05-26T13:23:51.845Z	13.10	WAITING FOR BAND	K-of-N zone-window · N=4 K=4 · buf=2	muted
