WallTime,PollStep,Label,Value,Status
2026-05-26T15:19:45.700Z,1.1,"POLL START","fetching 25 candles",muted
2026-05-26T15:19:46.182Z,1.2,"CANDLES","25 in window · fetched 25",ok
2026-05-26T15:19:46.183Z,1.3,"LAST CLOSE","1.0330",info
2026-05-26T15:19:46.183Z,1.4,"TICK SIZE","0.001000",info
2026-05-26T15:19:46.183Z,1.5,"inOsc / dir","false / LONG",muted
2026-05-26T15:19:46.183Z,1.6,"OPEN LONG","none",muted
2026-05-26T15:19:46.184Z,1.7,"OPEN SHORT","none",muted
2026-05-26T15:19:46.184Z,1.8,"CANDLE","NEW — processing tick-pair",ok
2026-05-26T15:19:46.185Z,4.ZW1,"ZONE SAMPLE","1.0330 → 1.0330",info
2026-05-26T15:19:46.185Z,4.ZW2,"ZW ANCHOR-L","1.0330 — waiting for upper anchor",muted
2026-05-26T15:19:46.185Z,1.9,"ZW PROGRESS","L=1.0330 · empty",muted
2026-05-26T15:19:46.185Z,1.10,"WAITING FOR BAND","K-of-N zone-window · N=4 K=4 · buf=0",muted
2026-05-26T15:20:06.327Z,5.1,"POLL START","fetching 4 candles",muted
2026-05-26T15:20:07.182Z,5.2,"CANDLES","25 in window · fetched 3",ok
2026-05-26T15:20:07.183Z,5.3,"LAST CLOSE","1.0310",info
2026-05-26T15:20:07.183Z,5.4,"TICK SIZE","0.001000",info
2026-05-26T15:20:07.184Z,5.5,"inOsc / dir","false / LONG",muted
2026-05-26T15:20:07.184Z,5.6,"OPEN LONG","none",muted
2026-05-26T15:20:07.184Z,5.7,"OPEN SHORT","none",muted
2026-05-26T15:20:07.185Z,5.8,"CANDLE","LIVE — 20s sample · detection + trade checks",muted
2026-05-26T15:20:07.185Z,8.ZW1,"ZONE SAMPLE","1.0310 → 1.0310",info
2026-05-26T15:20:07.185Z,8.ZW2,"ZW ANCHORS SET","L=1.0310 H=1.0320 · buf=[H,L] L=1 H=1",warn
2026-05-26T15:20:07.186Z,5.9,"ZW PROGRESS","L=1.0310 H=1.0320 · [HL] L=1 H=1/4",muted
2026-05-26T15:20:07.186Z,5.10,"WAITING FOR BAND","K-of-N zone-window · N=4 K=4 · buf=2",muted
2026-05-26T15:20:27.202Z,9.1,"POLL START","fetching 4 candles",muted
2026-05-26T15:20:28.475Z,9.2,"CANDLES","26 in window · fetched 4",ok
2026-05-26T15:20:28.476Z,9.3,"LAST CLOSE","1.0310",info
2026-05-26T15:20:28.476Z,9.4,"TICK SIZE","0.001000",info
2026-05-26T15:20:28.476Z,9.5,"inOsc / dir","false / LONG",muted
2026-05-26T15:20:28.476Z,9.6,"OPEN LONG","none",muted
2026-05-26T15:20:28.477Z,9.7,"OPEN SHORT","none",muted
2026-05-26T15:20:28.477Z,9.8,"CANDLE","NEW — processing tick-pair",ok
2026-05-26T15:20:28.477Z,12.ZW1,"ZONE SAMPLE","1.0310 → 1.0310",info
2026-05-26T15:20:28.477Z,12.ZW3,"ZW BUFFER","[HLL] L=2 H=1 (3/4)",warn
2026-05-26T15:20:28.478Z,9.9,"ZW PROGRESS","L=1.0310 H=1.0320 · [HLL] L=2 H=1/4",muted
2026-05-26T15:20:28.478Z,9.10,"WAITING FOR BAND","K-of-N zone-window · N=4 K=4 · buf=3",muted
2026-05-26T15:20:48.485Z,13.1,"POLL START","fetching 4 candles",muted
2026-05-26T15:20:49.068Z,13.2,"CANDLES","26 in window · fetched 4",ok
2026-05-26T15:20:49.068Z,13.3,"LAST CLOSE","1.0310",info
2026-05-26T15:20:49.068Z,13.4,"TICK SIZE","0.001000",info
2026-05-26T15:20:49.068Z,13.5,"inOsc / dir","false / LONG",muted
2026-05-26T15:20:49.069Z,13.6,"OPEN LONG","none",muted
2026-05-26T15:20:49.069Z,13.7,"OPEN SHORT","none",muted
2026-05-26T15:20:49.069Z,13.8,"CANDLE","LIVE — 20s sample · detection + trade checks",muted
2026-05-26T15:20:49.069Z,16.ZW1,"ZONE SAMPLE","1.0310 → 1.0310",info
2026-05-26T15:20:49.069Z,16.ZW3,"ZW BUFFER","[HLLL] L=3 H=1 (4/4)",ok
2026-05-26T15:20:49.069Z,16.ZW4,"BAND CONFIRMED","K-of-N · L=1.0310 H=1.0320 · buf=[HLLL] L=3 H=1 inZone=4/4",ok
2026-05-26T15:20:49.070Z,13.9,"ZW PROGRESS","L=1.0310 H=1.0320 · [HLLL] L=3 H=1/4",warn
2026-05-26T15:20:49.070Z,13.10,"BAND CONFIRMED","zone 1.0310 – 1.0320 #1",ok
2026-05-26T15:20:49.071Z,16.ARM,"LONG ARMED","E:1.0310 TP:1.0320 SL:1.0290",ok
2026-05-26T15:20:54.082Z,17.1,"POLL START","fetching 4 candles",muted
2026-05-26T15:20:54.703Z,17.2,"CANDLES","26 in window · fetched 4",ok
2026-05-26T15:20:54.703Z,17.3,"LAST CLOSE","1.0310",info
2026-05-26T15:20:54.704Z,17.4,"TICK SIZE","0.001000",info
2026-05-26T15:20:54.704Z,17.5,"inOsc / dir","true / LONG",ok
2026-05-26T15:20:54.704Z,17.6,"OPEN LONG","PENDING E:1.0310",warn
2026-05-26T15:20:54.704Z,17.7,"OPEN SHORT","none",muted
2026-05-26T15:20:54.705Z,17.8,"CANDLE","LIVE — 20s sample · detection + trade checks",muted
2026-05-26T15:20:54.705Z,17.10,"ACTIVE DIR","LONG",ok
2026-05-26T15:20:54.705Z,17.11,"LONG FILL CHECK","fillLow=1.0310 vs E=1.0310",ok
2026-05-26T15:20:54.705Z,17.12,"LONG FILLED","confirmed @ 1.0310",ok
2026-05-26T15:20:54.706Z,17.13,"LONG IN TRADE","TP>E=1.0310 · SL=1.0290 (E-2t)",ok
2026-05-26T15:20:54.706Z,17.13u,"UNREALIZED PNL","+$0.00 @ 1.0310",muted
2026-05-26T15:20:54.706Z,17.14,"LONG HOLDING","unrPnl=+$0.00 · awaiting close > 1.0310",info
2026-05-26T15:21:04.715Z,21.1,"POLL START","fetching 4 candles",muted
2026-05-26T15:21:05.335Z,21.2,"CANDLES","26 in window · fetched 3",ok
2026-05-26T15:21:05.336Z,21.3,"LAST CLOSE","1.0330",info
2026-05-26T15:21:05.336Z,21.4,"TICK SIZE","0.001000",info
2026-05-26T15:21:05.336Z,21.5,"inOsc / dir","true / LONG",ok
2026-05-26T15:21:05.337Z,21.6,"OPEN LONG","FILLED @ 1.0310",ok
2026-05-26T15:21:05.337Z,21.7,"OPEN SHORT","none",muted
2026-05-26T15:21:05.337Z,21.8,"CANDLE","LIVE — 20s sample · detection + trade checks",muted
2026-05-26T15:21:05.337Z,21.10,"ACTIVE DIR","LONG",ok
2026-05-26T15:21:05.338Z,21.13,"LONG IN TRADE","TP>E=1.0310 · SL=1.0290 (E-2t)",ok
2026-05-26T15:21:05.338Z,21.13u,"UNREALIZED PNL","+$96.99 @ 1.0330",ok
2026-05-26T15:21:05.338Z,21.14,"LONG TP HIT","1.0330 > E=1.0310 → WIN (unrPnl > 0)",ok
2026-05-26T15:21:05.339Z,21.14b,"CYCLE TP COUNT","1",ok
2026-05-26T15:21:05.340Z,24.ARM,"SHORT ARMED","E:1.0320 TP:1.0310 SL:1.0340",purple
2026-05-26T15:21:10.357Z,25.1,"POLL START","fetching 4 candles",muted
2026-05-26T15:21:10.945Z,25.2,"CANDLES","27 in window · fetched 4",ok
2026-05-26T15:21:10.945Z,25.3,"LAST CLOSE","1.0340",info
2026-05-26T15:21:10.946Z,25.4,"TICK SIZE","0.001000",info
2026-05-26T15:21:10.946Z,25.5,"inOsc / dir","true / SHORT",ok
2026-05-26T15:21:10.947Z,25.6,"OPEN LONG","none",muted
