WallTime,PollStep,Label,Value,Status
2026-05-25T01:04:17.431Z,3.1,"POLL START","fetching 25 candles",muted
2026-05-25T01:04:18.002Z,3.2,"CANDLES","25 in window · fetched 25",ok
2026-05-25T01:04:18.002Z,3.3,"LAST CLOSE","0.22740",info
2026-05-25T01:04:18.002Z,3.4,"TICK SIZE","0.000100",info
2026-05-25T01:04:18.003Z,3.5,"inOsc / dir","false / LONG",muted
2026-05-25T01:04:18.003Z,3.6,"OPEN LONG","none",muted
2026-05-25T01:04:18.003Z,3.7,"OPEN SHORT","none",muted
2026-05-25T01:04:18.003Z,3.8,"CANDLE","NEW — processing tick-pair",ok
2026-05-25T01:04:18.003Z,3.ZW1,"ZONE SAMPLE","0.22740 → 0.22740",info
2026-05-25T01:04:18.003Z,3.ZW2,"ZW ANCHOR-L","0.22740 — waiting for upper anchor",muted
2026-05-25T01:04:18.003Z,3.9,"ZW PROGRESS","L=0.22740 · empty",muted
2026-05-25T01:04:18.003Z,3.10,"WAITING FOR BAND","K-of-N zone-window · N=4 K=4 · buf=0",muted
2026-05-25T01:04:38.018Z,6.1,"POLL START","fetching 4 candles",muted
2026-05-25T01:04:38.606Z,6.2,"CANDLES","25 in window · fetched 4",ok
2026-05-25T01:04:38.606Z,6.3,"LAST CLOSE","0.22720",info
2026-05-25T01:04:38.606Z,6.4,"TICK SIZE","0.000100",info
2026-05-25T01:04:38.606Z,6.5,"inOsc / dir","false / LONG",muted
2026-05-25T01:04:38.607Z,6.6,"OPEN LONG","none",muted
2026-05-25T01:04:38.607Z,6.7,"OPEN SHORT","none",muted
2026-05-25T01:04:38.607Z,6.8,"CANDLE","LIVE — 20s sample · detection + trade checks",muted
2026-05-25T01:04:38.607Z,6.ZW1,"ZONE SAMPLE","0.22720 → 0.22720",info
2026-05-25T01:04:38.608Z,6.ZW2,"ZW ANCHORS SET","L=0.22720 H=0.22730 · buf=[H,L] L=1 H=1",warn
2026-05-25T01:04:38.608Z,6.9,"ZW PROGRESS","L=0.22720 H=0.22730 · [HL] L=1 H=1/4",muted
2026-05-25T01:04:38.608Z,6.10,"WAITING FOR BAND","K-of-N zone-window · N=4 K=4 · buf=2",muted
2026-05-25T01:04:58.617Z,9.1,"POLL START","fetching 4 candles",muted
2026-05-25T01:04:59.288Z,9.2,"CANDLES","25 in window · fetched 4",ok
2026-05-25T01:04:59.288Z,9.3,"LAST CLOSE","0.22710",info
2026-05-25T01:04:59.289Z,9.4,"TICK SIZE","0.000100",info
2026-05-25T01:04:59.289Z,9.5,"inOsc / dir","false / LONG",muted
2026-05-25T01:04:59.289Z,9.6,"OPEN LONG","none",muted
2026-05-25T01:04:59.289Z,9.7,"OPEN SHORT","none",muted
2026-05-25T01:04:59.289Z,9.8,"CANDLE","LIVE — 20s sample · detection + trade checks",muted
2026-05-25T01:04:59.290Z,9.ZW1,"ZONE SAMPLE","0.22710 → 0.22710",info
2026-05-25T01:04:59.290Z,9.ZW3,"ZW OUT-OF-ZONE","Out-of-zone: 0.22710 (zone 0.22720–0.22740) → reset",bad
2026-05-25T01:04:59.290Z,9.9,"ZW PROGRESS","L=0.22710 · empty",muted
2026-05-25T01:04:59.291Z,9.10,"WAITING FOR BAND","K-of-N zone-window · N=4 K=4 · buf=0",muted
2026-05-25T01:05:19.305Z,12.1,"POLL START","fetching 4 candles",muted
2026-05-25T01:05:19.875Z,12.2,"CANDLES","26 in window · fetched 4",ok
2026-05-25T01:05:19.875Z,12.3,"LAST CLOSE","0.22700",info
2026-05-25T01:05:19.875Z,12.4,"TICK SIZE","0.000100",info
2026-05-25T01:05:19.875Z,12.5,"inOsc / dir","false / LONG",muted
2026-05-25T01:05:19.875Z,12.6,"OPEN LONG","none",muted
2026-05-25T01:05:19.876Z,12.7,"OPEN SHORT","none",muted
2026-05-25T01:05:19.876Z,12.8,"CANDLE","NEW — processing tick-pair",ok
2026-05-25T01:05:19.876Z,12.ZW1,"ZONE SAMPLE","0.22700 → 0.22700",info
2026-05-25T01:05:19.876Z,12.ZW2,"ZW ANCHORS SET","L=0.22700 H=0.22710 · buf=[H,L] L=1 H=1",warn
2026-05-25T01:05:19.876Z,12.9,"ZW PROGRESS","L=0.22700 H=0.22710 · [HL] L=1 H=1/4",muted
2026-05-25T01:05:19.877Z,12.10,"WAITING FOR BAND","K-of-N zone-window · N=4 K=4 · buf=2",muted
2026-05-25T01:05:39.889Z,15.1,"POLL START","fetching 4 candles",muted
2026-05-25T01:05:40.445Z,15.2,"CANDLES","26 in window · fetched 4",ok
2026-05-25T01:05:40.445Z,15.3,"LAST CLOSE","0.22720",info
2026-05-25T01:05:40.445Z,15.4,"TICK SIZE","0.000100",info
2026-05-25T01:05:40.445Z,15.5,"inOsc / dir","false / LONG",muted
2026-05-25T01:05:40.445Z,15.6,"OPEN LONG","none",muted
2026-05-25T01:05:40.446Z,15.7,"OPEN SHORT","none",muted
2026-05-25T01:05:40.446Z,15.8,"CANDLE","LIVE — 20s sample · detection + trade checks",muted
2026-05-25T01:05:40.446Z,15.ZW1,"ZONE SAMPLE","0.22720 → 0.22720",info
2026-05-25T01:05:40.446Z,15.ZW3,"ZW BUFFER","[HLH] L=1 H=2 (3/4)",warn
2026-05-25T01:05:40.447Z,15.9,"ZW PROGRESS","L=0.22700 H=0.22710 · [HLH] L=1 H=2/4",muted
2026-05-25T01:05:40.447Z,15.10,"WAITING FOR BAND","K-of-N zone-window · N=4 K=4 · buf=3",muted
2026-05-25T01:06:00.459Z,18.1,"POLL START","fetching 4 candles",muted
2026-05-25T01:06:01.144Z,18.2,"CANDLES","26 in window · fetched 4",ok
2026-05-25T01:06:01.144Z,18.3,"LAST CLOSE","0.22720",info
2026-05-25T01:06:01.145Z,18.4,"TICK SIZE","0.000100",info
2026-05-25T01:06:01.145Z,18.5,"inOsc / dir","false / LONG",muted
2026-05-25T01:06:01.145Z,18.6,"OPEN LONG","none",muted
2026-05-25T01:06:01.146Z,18.7,"OPEN SHORT","none",muted
2026-05-25T01:06:01.146Z,18.8,"CANDLE","LIVE — 20s sample · detection + trade checks",muted
2026-05-25T01:06:01.146Z,18.ZW1,"ZONE SAMPLE","0.22720 → 0.22720",info
2026-05-25T01:06:01.146Z,18.ZW3,"ZW BUFFER","[HLHH] L=1 H=3 (4/4)",warn
2026-05-25T01:06:01.147Z,18.9,"ZW PROGRESS","L=0.22700 H=0.22710 · [HLHH] L=1 H=3/4",warn
2026-05-25T01:06:01.147Z,18.10,"WAITING FOR BAND","K-of-N zone-window · N=4 K=4 · buf=4",muted
2026-05-25T01:06:06.159Z,21.1,"POLL START","fetching 4 candles",muted
