WallTime,PollStep,Label,Value,Status
2026-05-22T15:22:06.460Z,2.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T15:22:07.133Z,2.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T15:22:07.134Z,2.3,"LAST CANDLE TS","11:22 EDT",info
2026-05-22T15:22:07.134Z,2.4,"LAST CLOSE","1.0190",info
2026-05-22T15:22:07.134Z,2.5,"TICK SIZE","0.00100",info
2026-05-22T15:22:07.135Z,2.6,"DAY RANGE","0.49%",ok
2026-05-22T15:22:07.135Z,2.7,"CANDLE CHECK","NEW candle — processing",ok
2026-05-22T15:22:07.135Z,2.8,"OSC — 10C CLOSE HI","1.0200",info
2026-05-22T15:22:07.136Z,2.9,"OSC — 10C CLOSE LO","1.0180",info
2026-05-22T15:22:07.136Z,2.10,"OSC — 10C RANGE","0.00200 (max: 0.00300)",ok
2026-05-22T15:22:07.136Z,2.11,"OSC — CLUSTER 5C","YES · range 0.00000",ok
2026-05-22T15:22:07.137Z,2.12,"OSC RESULT","DETECTED · 1.0180 – 1.0200",ok
2026-05-22T15:22:07.137Z,2.13,"STATE inOsc","false",muted
2026-05-22T15:22:07.137Z,2.14,"STATE oscBreakCount","0",muted
2026-05-22T15:22:07.137Z,2.15,"STATE openLong","none",muted
2026-05-22T15:22:07.138Z,2.16,"3C RECENT HIGH","1.0200",info
2026-05-22T15:22:07.138Z,2.17,"3C RECENT LOW","1.0180",info
2026-05-22T15:22:07.138Z,2.18,"BRANCH","A — new oscillation (was FLAT)",ok
2026-05-22T15:22:07.138Z,2.19,"ACTION SET","NEW_SETUP",ok
2026-05-22T15:22:07.139Z,2.20,"BAND","1.0180 – 1.0200",info
2026-05-22T15:22:07.139Z,2.21,"CAN ARM?","YES — price 1.0190 >= entry 1.0180",ok
2026-05-22T15:22:07.140Z,2.22,"TRADE OPENED","entry 1.0180 TP 1.0200 SL 1.0160",ok
2026-05-22T15:22:16.461Z,3.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T15:22:17.168Z,3.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T15:22:17.169Z,3.3,"LAST CANDLE TS","11:22 EDT",info
2026-05-22T15:22:17.169Z,3.4,"LAST CLOSE","1.0200",info
2026-05-22T15:22:17.169Z,3.5,"TICK SIZE","0.00100",info
2026-05-22T15:22:17.169Z,3.6,"DAY RANGE","0.49%",ok
2026-05-22T15:22:17.170Z,3.7,"CANDLE CHECK","LIVE candle — intra-poll processing",info
2026-05-22T15:22:17.170Z,3.8,"OSC — 10C CLOSE HI","1.0200",info
2026-05-22T15:22:17.170Z,3.9,"OSC — 10C CLOSE LO","1.0180",info
2026-05-22T15:22:17.170Z,3.10,"OSC — 10C RANGE","0.00200 (max: 0.00300)",ok
2026-05-22T15:22:17.170Z,3.11,"OSC — CLUSTER 5C","YES · range 0.00100",ok
2026-05-22T15:22:17.170Z,3.12,"OSC RESULT","DETECTED · 1.0180 – 1.0200",ok
2026-05-22T15:22:17.171Z,3.13,"STATE inOsc","true",ok
2026-05-22T15:22:17.171Z,3.14,"STATE oscBreakCount","0",muted
2026-05-22T15:22:17.171Z,3.15,"STATE openLong","PENDING entry 1.0180",warn
2026-05-22T15:22:17.171Z,3.16,"3C RECENT HIGH","1.0200",info
2026-05-22T15:22:17.171Z,3.17,"3C RECENT LOW","1.0180",info
2026-05-22T15:22:17.172Z,3.18,"BRANCH","B — oscillation continuing (inOsc=true)",ok
2026-05-22T15:22:17.172Z,3.19,"BAND NOW","1.0180 – 1.0200 (2tk)",info
2026-05-22T15:22:17.172Z,3.20,"3C WIDTH vs BAND","0.00200 vs 0.00200",muted
2026-05-22T15:22:17.172Z,3.21,"BAND TIGHTEN","no — not tight enough",muted
2026-05-22T15:22:17.172Z,3.22,"FILL CHECK","fillLow 1.0180 vs entry 1.0180 (3c window)",ok
2026-05-22T15:22:17.173Z,3.23,"FILL CONFIRMED","entry 1.0180 · candle low 1.0180",ok
2026-05-22T15:22:17.173Z,3.24,"FILLED TRADE SL","1.0160",info
2026-05-22T15:22:17.174Z,3.25,"FILLED TRADE TP","1.0200",info
2026-05-22T15:22:17.174Z,3.26,"IN TRADE — WAITING","filled · next candle will check TP/SL",info
2026-05-22T15:22:26.460Z,4.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T15:22:27.100Z,4.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T15:22:27.101Z,4.3,"LAST CANDLE TS","11:22 EDT",info
2026-05-22T15:22:27.102Z,4.4,"LAST CLOSE","1.0190",info
2026-05-22T15:22:27.102Z,4.5,"TICK SIZE","0.00100",info
2026-05-22T15:22:27.102Z,4.6,"DAY RANGE","0.49%",ok
2026-05-22T15:22:27.103Z,4.7,"CANDLE CHECK","LIVE candle — intra-poll processing",info
2026-05-22T15:22:27.103Z,4.8,"OSC — 10C CLOSE HI","1.0200",info
2026-05-22T15:22:27.103Z,4.9,"OSC — 10C CLOSE LO","1.0180",info
2026-05-22T15:22:27.104Z,4.10,"OSC — 10C RANGE","0.00200 (max: 0.00300)",ok
2026-05-22T15:22:27.104Z,4.11,"OSC — CLUSTER 5C","YES · range 0.00000",ok
2026-05-22T15:22:27.104Z,4.12,"OSC RESULT","DETECTED · 1.0180 – 1.0200",ok
2026-05-22T15:22:27.104Z,4.13,"STATE inOsc","true",ok
2026-05-22T15:22:27.105Z,4.14,"STATE oscBreakCount","0",muted
2026-05-22T15:22:27.105Z,4.15,"STATE openLong","FILLED @ 1.0180",ok
2026-05-22T15:22:27.105Z,4.16,"3C RECENT HIGH","1.0200",info
2026-05-22T15:22:27.105Z,4.17,"3C RECENT LOW","1.0180",info
2026-05-22T15:22:27.106Z,4.18,"BRANCH","B — oscillation continuing (inOsc=true)",ok
2026-05-22T15:22:27.106Z,4.19,"BAND NOW","1.0180 – 1.0200 (2tk)",info
2026-05-22T15:22:27.106Z,4.20,"3C WIDTH vs BAND","0.00200 vs 0.00200",muted
2026-05-22T15:22:27.107Z,4.21,"BAND TIGHTEN","no — already filled",muted
2026-05-22T15:22:27.107Z,4.22,"FILL CHECK","fillLow 1.0180 vs entry 1.0180 (3c window)",ok
2026-05-22T15:22:27.107Z,4.24,"FILLED TRADE SL","1.0160",info
2026-05-22T15:22:27.108Z,4.25,"FILLED TRADE TP","1.0200",info
2026-05-22T15:22:27.108Z,4.26,"IN TRADE — WAITING","filled · next candle will check TP/SL",info
2026-05-22T15:22:36.462Z,5.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T15:22:36.930Z,5.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T15:22:36.931Z,5.3,"LAST CANDLE TS","11:22 EDT",info
2026-05-22T15:22:36.931Z,5.4,"LAST CLOSE","1.0180",info
2026-05-22T15:22:36.932Z,5.5,"TICK SIZE","0.00100",info
2026-05-22T15:22:36.932Z,5.6,"DAY RANGE","0.49%",ok
2026-05-22T15:22:36.933Z,5.7,"CANDLE CHECK","LIVE candle — intra-poll processing",info
2026-05-22T15:22:36.933Z,5.8,"OSC — 10C CLOSE HI","1.0200",info
2026-05-22T15:22:36.933Z,5.9,"OSC — 10C CLOSE LO","1.0180",info
2026-05-22T15:22:36.934Z,5.10,"OSC — 10C RANGE","0.00200 (max: 0.00300)",ok
2026-05-22T15:22:36.934Z,5.11,"OSC — CLUSTER 5C","YES · range 0.00100",ok
2026-05-22T15:22:36.934Z,5.12,"OSC RESULT","DETECTED · 1.0180 – 1.0200",ok
2026-05-22T15:22:36.934Z,5.13,"STATE inOsc","true",ok
2026-05-22T15:22:36.935Z,5.14,"STATE oscBreakCount","0",muted
2026-05-22T15:22:36.935Z,5.15,"STATE openLong","FILLED @ 1.0180",ok
2026-05-22T15:22:36.935Z,5.16,"3C RECENT HIGH","1.0200",info
2026-05-22T15:22:36.936Z,5.17,"3C RECENT LOW","1.0180",info
2026-05-22T15:22:36.936Z,5.18,"BRANCH","B — oscillation continuing (inOsc=true)",ok
2026-05-22T15:22:36.936Z,5.19,"BAND NOW","1.0180 – 1.0200 (2tk)",info
2026-05-22T15:22:36.936Z,5.20,"3C WIDTH vs BAND","0.00200 vs 0.00200",muted
2026-05-22T15:22:36.937Z,5.21,"BAND TIGHTEN","no — already filled",muted
2026-05-22T15:22:36.937Z,5.22,"FILL CHECK","fillLow 1.0180 vs entry 1.0180 (3c window)",ok
2026-05-22T15:22:36.937Z,5.24,"FILLED TRADE SL","1.0160",info
2026-05-22T15:22:36.937Z,5.25,"FILLED TRADE TP","1.0200",info
2026-05-22T15:22:36.938Z,5.26,"IN TRADE — WAITING","filled · next candle will check TP/SL",info
2026-05-22T15:22:46.463Z,6.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T15:22:46.872Z,6.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T15:22:46.873Z,6.3,"LAST CANDLE TS","11:22 EDT",info
2026-05-22T15:22:46.874Z,6.4,"LAST CLOSE","1.0190",info
2026-05-22T15:22:46.874Z,6.5,"TICK SIZE","0.00100",info
2026-05-22T15:22:46.875Z,6.6,"DAY RANGE","0.49%",ok
2026-05-22T15:22:46.875Z,6.7,"CANDLE CHECK","LIVE candle — intra-poll processing",info
2026-05-22T15:22:46.876Z,6.8,"OSC — 10C CLOSE HI","1.0200",info
2026-05-22T15:22:46.876Z,6.9,"OSC — 10C CLOSE LO","1.0180",info
2026-05-22T15:22:46.877Z,6.10,"OSC — 10C RANGE","0.00200 (max: 0.00300)",ok
2026-05-22T15:22:46.877Z,6.11,"OSC — CLUSTER 5C","YES · range 0.00000",ok
2026-05-22T15:22:46.878Z,6.12,"OSC RESULT","DETECTED · 1.0180 – 1.0200",ok
2026-05-22T15:22:46.878Z,6.13,"STATE inOsc","true",ok
2026-05-22T15:22:46.878Z,6.14,"STATE oscBreakCount","0",muted
2026-05-22T15:22:46.879Z,6.15,"STATE openLong","FILLED @ 1.0180",ok
2026-05-22T15:22:46.879Z,6.16,"3C RECENT HIGH","1.0200",info
2026-05-22T15:22:46.879Z,6.17,"3C RECENT LOW","1.0180",info
2026-05-22T15:22:46.880Z,6.18,"BRANCH","B — oscillation continuing (inOsc=true)",ok
2026-05-22T15:22:46.880Z,6.19,"BAND NOW","1.0180 – 1.0200 (2tk)",info
2026-05-22T15:22:46.880Z,6.20,"3C WIDTH vs BAND","0.00200 vs 0.00200",muted
2026-05-22T15:22:46.880Z,6.21,"BAND TIGHTEN","no — already filled",muted
2026-05-22T15:22:46.881Z,6.22,"FILL CHECK","fillLow 1.0180 vs entry 1.0180 (3c window)",ok
2026-05-22T15:22:46.881Z,6.24,"FILLED TRADE SL","1.0160",info
2026-05-22T15:22:46.881Z,6.25,"FILLED TRADE TP","1.0200",info
2026-05-22T15:22:46.881Z,6.26,"IN TRADE — WAITING","filled · next candle will check TP/SL",info
2026-05-22T15:22:56.463Z,7.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T15:22:57.107Z,7.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T15:22:57.108Z,7.3,"LAST CANDLE TS","11:22 EDT",info
2026-05-22T15:22:57.109Z,7.4,"LAST CLOSE","1.0180",info
2026-05-22T15:22:57.109Z,7.5,"TICK SIZE","0.00100",info
2026-05-22T15:22:57.110Z,7.6,"DAY RANGE","0.49%",ok
2026-05-22T15:22:57.110Z,7.7,"CANDLE CHECK","LIVE candle — intra-poll processing",info
2026-05-22T15:22:57.111Z,7.8,"OSC — 10C CLOSE HI","1.0200",info
2026-05-22T15:22:57.111Z,7.9,"OSC — 10C CLOSE LO","1.0180",info
2026-05-22T15:22:57.112Z,7.10,"OSC — 10C RANGE","0.00200 (max: 0.00300)",ok
2026-05-22T15:22:57.112Z,7.11,"OSC — CLUSTER 5C","YES · range 0.00100",ok
2026-05-22T15:22:57.113Z,7.12,"OSC RESULT","DETECTED · 1.0180 – 1.0200",ok
2026-05-22T15:22:57.113Z,7.13,"STATE inOsc","true",ok
2026-05-22T15:22:57.113Z,7.14,"STATE oscBreakCount","0",muted
2026-05-22T15:22:57.114Z,7.15,"STATE openLong","FILLED @ 1.0180",ok
2026-05-22T15:22:57.114Z,7.16,"3C RECENT HIGH","1.0200",info
2026-05-22T15:22:57.114Z,7.17,"3C RECENT LOW","1.0180",info
2026-05-22T15:22:57.115Z,7.18,"BRANCH","B — oscillation continuing (inOsc=true)",ok
2026-05-22T15:22:57.115Z,7.19,"BAND NOW","1.0180 – 1.0200 (2tk)",info
2026-05-22T15:22:57.115Z,7.20,"3C WIDTH vs BAND","0.00200 vs 0.00200",muted
2026-05-22T15:22:57.116Z,7.21,"BAND TIGHTEN","no — already filled",muted
2026-05-22T15:22:57.116Z,7.22,"FILL CHECK","fillLow 1.0180 vs entry 1.0180 (3c window)",ok
2026-05-22T15:22:57.116Z,7.24,"FILLED TRADE SL","1.0160",info
2026-05-22T15:22:57.116Z,7.25,"FILLED TRADE TP","1.0200",info
2026-05-22T15:22:57.117Z,7.26,"IN TRADE — WAITING","filled · next candle will check TP/SL",info
2026-05-22T15:23:06.465Z,8.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T15:23:06.830Z,8.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T15:23:06.831Z,8.3,"LAST CANDLE TS","11:23 EDT",info
2026-05-22T15:23:06.831Z,8.4,"LAST CLOSE","1.0170",info
2026-05-22T15:23:06.831Z,8.5,"TICK SIZE","0.00100",info
2026-05-22T15:23:06.832Z,8.6,"DAY RANGE","0.49%",ok
2026-05-22T15:23:06.832Z,8.7,"CANDLE CHECK","NEW candle — processing",ok
2026-05-22T15:23:06.832Z,8.8,"OSC — 10C CLOSE HI","1.0200",info
2026-05-22T15:23:06.832Z,8.9,"OSC — 10C CLOSE LO","1.0170",info
2026-05-22T15:23:06.833Z,8.10,"OSC — 10C RANGE","0.00300 (max: 0.00300)",bad
2026-05-22T15:23:06.833Z,8.11,"OSC — CLUSTER 5C","NO cluster within 2tk",warn
2026-05-22T15:23:06.833Z,8.12,"OSC RESULT","NOT DETECTED",muted
2026-05-22T15:23:06.833Z,8.13,"STATE inOsc","true",ok
2026-05-22T15:23:06.834Z,8.14,"STATE oscBreakCount","0",muted
2026-05-22T15:23:06.834Z,8.15,"STATE openLong","FILLED @ 1.0180",ok
2026-05-22T15:23:06.835Z,8.16,"3C RECENT HIGH","1.0200",info
2026-05-22T15:23:06.835Z,8.17,"3C RECENT LOW","1.0170",info
2026-05-22T15:23:06.835Z,8.18,"BRANCH","C — osc failed, grace period (count was 0)",warn
2026-05-22T15:23:06.835Z,8.19,"GRACE SL/TP CHECK","filled trade — checking post-fill candles",warn
2026-05-22T15:23:06.836Z,8.20,"GRACE — IN RANGE","SL: 1.0160 TP: 1.0200 · shielded by grace",warn
2026-05-22T15:23:06.836Z,8.21,"GRACE COUNT NOW","1 / 2",warn
2026-05-22T15:23:16.469Z,9.1,"POLL START","fetching 4 candles (incremental, history in memory)",muted
2026-05-22T15:23:17.078Z,9.2,"CANDLES FETCHED","25 in window · fetched 4",ok
2026-05-22T15:23:17.079Z,9.3,"LAST CANDLE TS","11:23 EDT",info
2026-05-22T15:23:17.080Z,9.4,"LAST CLOSE","1.0170",info
2026-05-22T15:23:17.080Z,9.5,"TICK SIZE","0.00100",info
2026-05-22T15:23:17.081Z,9.6,"DAY RANGE","0.49%",ok
2026-05-22T15:23:17.081Z,9.7,"CANDLE CHECK","LIVE candle — intra-poll processing",info
2026-05-22T15:23:17.082Z,9.8,"OSC — 10C CLOSE HI","1.0200",info
2026-05-22T15:23:17.082Z,9.9,"OSC — 10C CLOSE LO","1.0170",info
2026-05-22T15:23:17.082Z,9.10,"OSC — 10C RANGE","0.00300 (max: 0.00300)",bad
2026-05-22T15:23:17.083Z,9.11,"OSC — CLUSTER 5C","NO cluster within 2tk",warn
2026-05-22T15:23:17.083Z,9.12,"OSC RESULT","NOT DETECTED",muted
2026-05-22T15:23:17.083Z,9.13,"STATE inOsc","true",ok
2026-05-22T15:23:17.084Z,9.14,"STATE oscBreakCount","1",warn
2026-05-22T15:23:17.084Z,9.15,"STATE openLong","FILLED @ 1.0180",ok
